qid,arm,subset,question,golds,answer,stop_reason,retrieved_ids,recall_at_10,answer_presence_at_10,em,f1,idk,judge_correct,judge_reason,input_tokens,output_tokens,cache_creation_input_tokens,cache_read_input_tokens,judge_input_tokens,judge_output_tokens,cost_gen_usd,cost_judge_usd,cost_total_billed,wall_clock_s,request_id,started_at,gen_model,judge_model,answer_presence_at_10_gt
433,mrl_512_sq8_np512,main,what was the emperor name in star wars,"[""Darth Sidious"", ""Sheev Palpatine""]",Palpatine,end_turn,"[7984171, 7923713, 7923727, 7923706, 7738567, 7923768, 8250343, 7659947, 7923720, 5692092]",0.8,True,0,0.6667,False,True,"""Palpatine"" matches the gold answer ""Sheev Palpatine,"" identifying the same character, merely omitting the first name.",2330,7,0,0,548,61,0.00473,0.004265,0.008995,2.327,req_011CeokfZ2xzYZwTaLybiNKJ,2026-09-07T08:20:58Z,claude-sonnet-5,claude-opus-5,True
442,mrl_512_sq8_np512,main,is it marley and me or marley and i,"[""Marley & Me""]",Marley and Me,end_turn,"[9832334, 5428271, 5428279, 2217481, 193450, 1038934, 5489047, 249777, 5586744, 6831992]",0.9,True,0,0.8,False,True,"The candidate states ""Marley and Me,"" matching the gold answer ""Marley & Me"" apart from trivial formatting of the ampersand.",1628,8,0,0,537,64,0.003336,0.004285,0.007621,2.751,req_011Ceon1q53gHncEHAiwbUc6,2026-09-07T08:38:41Z,claude-sonnet-5,claude-opus-5,True
444,mrl_512_sq8_np512,main,when did seattle slew win the triple crown,"[""1977"", ""in 1977""]",1977,end_turn,"[1239312, 7848599, 7215719, 9117717, 1239310, 1239322, 1239326, 6018487, 1239313, 710409]",0.9,True,1,1.0,False,True,"The candidate states 1977, matching the gold answer exactly.",2511,4,0,0,538,35,0.005062,0.003565,0.008627,1.329,req_011CeokqzpXgCNJy4D1NBnpv,2026-09-07T08:23:19Z,claude-sonnet-5,claude-opus-5,True
447,mrl_512_sq8_np512,main,who is super bowl 2018 half time show,"[""Justin Timberlake""]",Justin Timberlake,end_turn,"[2906721, 1041266, 6168751, 6174929, 6174924, 4990850, 2906735, 6174930, 1041278, 2906716]",0.6,False,1,1.0,False,True,"The candidate names Justin Timberlake, matching the gold answer exactly.",2471,10,0,0,543,40,0.005042,0.003715,0.008757,1.287,req_011CeonM87Fi8pmGc9shK26T,2026-09-07T08:43:01Z,claude-sonnet-5,claude-opus-5,False
450,mrl_512_sq8_np512,main,who wrote lyrics for phantom of the opera,"[""Charles Hart"", ""Charles Hart and Richard Stilgoe"", ""Richard Stilgoe""]",Charles Hart,end_turn,"[7728642, 7728624, 3859371, 593911, 8095354, 9254814, 943506, 7463109, 6908555, 7728667]",0.8,True,1,1.0,False,True,"The candidate names Charles Hart, which matches a gold answer exactly.",1848,8,0,0,571,39,0.003776,0.00383,0.007606,1.345,req_011Ceom1qcRi2skSk837aV7j,2026-09-07T08:25:32Z,claude-sonnet-5,claude-opus-5,True
453,mrl_512_sq8_np512,main,where is the left anterior descending artery located,"[""the left coronary artery""]",The left anterior descending artery follows the anterior interventricular sulcus around the pulmonary trunk.,end_turn,"[8827205, 8827219, 8016169, 8827204, 8827209, 8100957, 7172911, 174474, 8827214, 8827207]",0.8,True,0,0.2857,False,False,"The candidate describes the artery's course in the anterior interventricular sulcus but never states that it arises from/belongs to the left coronary artery, the required fact.",1792,36,0,0,567,449,0.003944,0.01406,0.018004,1.473,req_011CeoknrqyiPnbtE7ArXBeF,2026-09-07T08:22:40Z,claude-sonnet-5,claude-opus-5,True
462,mrl_512_sq8_np512,sanity,what song is played while raising the american flag,"[""Reveille"", ""\""Reveille\""""]",I don't know,end_turn,"[8956807, 8797396, 5168025, 6968078, 3338092, 7621086, 7425650, 6337957, 5669112, 1542068]",0.6,False,0,0.0,True,False,"The candidate declines to answer, failing to state the gold answer ""Reveille.""",2205,6,0,0,541,43,0.00447,0.00378,0.00825,1.208,req_011Ceoo57f988mPCnYU7CVHv,2026-09-07T08:52:30Z,claude-sonnet-5,claude-opus-5,False
476,mrl_512_sq8_np512,main,when was the last time the boston red sox pitched a no-hitter,"[""May 19, 2008""]","Jon Lester's no-hitter on May 19, 2008.",end_turn,"[181312, 3660620, 876703, 236671, 5762565, 876877, 5527577, 6003798, 9444395, 6003794]",0.6,True,0,0.6,False,True,"The candidate gives May 19, 2008, matching the gold answer, with accurate extra detail naming Jon Lester as the pitcher.",2246,23,0,0,562,60,0.004722,0.00431,0.009032,3.363,req_011CeonCn4HRKZnzPtHPZTq4,2026-09-07T08:41:10Z,claude-sonnet-5,claude-opus-5,True
478,mrl_512_sq8_np512,sanity,when does the cannes film festival take place,"[""Cannes, France"", ""usually in May""]","Usually in May, at the Palais des Festivals et des Congrès.",end_turn,"[6281793, 8269603, 8269628, 8058725, 4363910, 8269609, 8269626, 8269623, 3755281, 6193637]",0.8,True,0,0.4615,False,True,"The candidate states the festival usually takes place in May, matching a gold answer, with accurate extra detail about the venue.",1261,25,0,0,560,52,0.002772,0.0041,0.006872,2.98,req_011CeommUHkPRxgYtAHRAbj5,2026-09-07T08:35:26Z,claude-sonnet-5,claude-opus-5,True
482,mrl_512_sq8_np512,main,who won the award for best goalkeeper in football world cup 2006,"[""Gianluigi Buffon""]",I don't know,end_turn,"[7826898, 9503019, 7677206, 9503021, 9503055, 5190134, 9503047, 9503043, 6135879, 1703439]",0.8,True,0,0.0,True,False,"The candidate says it does not know, failing to identify Gianluigi Buffon as the 2006 World Cup best goalkeeper.",2478,6,0,0,548,58,0.005016,0.00419,0.009206,1.181,req_011CeoksFzsTFqbTE84hNKm4,2026-09-07T08:23:36Z,claude-sonnet-5,claude-opus-5,True
484,mrl_512_sq8_np512,main,is a network connection device that can build tables that identify addresses on each network,"[""routing table"", ""a router""]",I don't know,end_turn,"[7674507, 1450460, 7616635, 518997, 7509718, 7616630, 7616643, 1362290, 7616076, 7616632]",0.9,True,0,0.0,True,False,"The candidate declines to answer, providing no factual content matching the gold answers.",1249,6,0,0,545,39,0.002558,0.0037,0.006258,1.271,req_011CeonFmtSdG2x7odMAg4tY,2026-09-07T08:41:48Z,claude-sonnet-5,claude-opus-5,True
486,mrl_512_sq8_np512,main,what was the final episode of quantum leap,"[""\""Mirror Image\""""]","The final episode of *Quantum Leap* was **""Mirror Image,""** which served as the series finale at the end of season five.",end_turn,"[7726689, 5486414, 5488810, 7726682, 5486413, 7726688, 7726680, 5486007, 7726684, 2501752]",0.8,False,0,0.2,False,True,"The candidate names ""Mirror Image"" as the final episode, matching the gold answer, with accurate extra detail about it being the season five finale.",1491,42,0,0,574,61,0.003402,0.004395,0.007797,1.709,req_011CeokSrLAF29XEdxM9Eq7m,2026-09-07T08:18:06Z,claude-sonnet-5,claude-opus-5,True
488,mrl_512_sq8_np512,main,who has been appointed as the election commissioner of india,"[""Om Prakash Rawat""]",Anup Chandra Pandey and Arun Goel,end_turn,"[4726235, 3277262, 5528380, 5528376, 2848120, 3277261, 7094551, 9595843, 4537237, 6089789]",0.9,False,0,0.0,False,False,"The candidate names Anup Chandra Pandey and Arun Goel, not the gold answer Om Prakash Rawat, so it states a different fact.",1636,20,0,0,557,64,0.003472,0.004385,0.007857,1.108,req_011CeokviBJqsm4XyJtBgGtt,2026-09-07T08:24:23Z,claude-sonnet-5,claude-opus-5,False
491,mrl_512_sq8_np512,main,what are the parts of a domain name called,"[""subdomain"", ""top-level domain"", ""hostname""]",I don't know,end_turn,"[7612221, 6734937, 966146, 966145, 5387621, 3887005, 5076255, 2934852, 2829125, 2829124]",0.9,True,0,0.0,True,False,"The candidate declines to answer, providing none of the gold answers.",1077,6,0,0,545,35,0.002214,0.0036,0.005814,1.248,req_011CeonwbZhb42Znhoeoiqqf,2026-09-07T08:50:49Z,claude-sonnet-5,claude-opus-5,True
496,mrl_512_sq8_np512,main,when was the last time michigan won the championship,"[""1989""]",Michigan last won the Big Ten championship in 2004 before their 2021 title.,end_turn,"[6324378, 6324377, 6266638, 6266704, 6266637, 1989653, 6266707, 2181772, 6324376, 4610058]",0.8,False,0,0.0,False,False,"The gold answer is 1989 (NCAA basketball championship); the candidate cites 2004/2021 Big Ten titles, a different fact.",2192,29,0,0,556,62,0.004674,0.00433,0.009004,1.583,req_011CeomiLTNaQGHmBAWjCfHA,2026-09-07T08:34:42Z,claude-sonnet-5,claude-opus-5,True
501,mrl_512_sq8_np512,main,animals that are active at dawn and dusk,"[""Crepuscular"", ""crepuscular"", ""Crepuscular animals""]",Crepuscular,end_turn,"[7855381, 4645925, 7755328, 7999765, 7854324, 4163319, 7580794, 7855384, 7880697, 249955]",1.0,True,1,1.0,False,True,The candidate answer 'Crepuscular' exactly matches the gold answer for animals active at dawn and dusk.,1922,8,0,0,556,53,0.003924,0.004105,0.008029,1.277,req_011Ceomjp7JgS56e3eUu4Xbc,2026-09-07T08:35:02Z,claude-sonnet-5,claude-opus-5,True
508,mrl_512_sq8_np512,main,who sings got my mind set on you,"[""James Ray"", ""George Harrison""]",I don't know,end_turn,"[5637063, 3475680, 5875184, 95248, 6535022, 2613526, 80959, 26537, 9129746, 3424431]",0.8,True,0,0.0,True,False,"The candidate says it does not know, providing no answer.",2563,6,0,0,539,31,0.005186,0.00347,0.008656,1.348,req_011Ceon4CiMJh7ruNgEzfeXE,2026-09-07T08:39:11Z,claude-sonnet-5,claude-opus-5,True
513,mrl_512_sq8_np512,main,who won game 4 of the 2000 nba finals,"[""Los Angeles Lakers""]",I don't know,end_turn,"[639055, 252462, 5057061, 7973498, 252489, 3785377, 869559, 9158913, 2980978, 7973631]",0.7,True,0,0.0,True,False,"The candidate says it does not know, failing to state the gold answer that the Los Angeles Lakers won Game 4.",3030,6,0,0,544,52,0.00612,0.00402,0.01014,2.778,req_011CeoneAZp79Y4B62A716yD,2026-09-07T08:46:54Z,claude-sonnet-5,claude-opus-5,True
518,mrl_512_sq8_np512,main,where was the tv show in the heat of the night filmed,"[""Decatur in Dekalb County"", ""Atlanta"", ""Covington, Georgia"", ""Hammond, Louisiana""]","Hammond, Louisiana (season 1), then Covington, Georgia (season 2 onward).",end_turn,"[8240811, 8240855, 8240840, 8454565, 8383842, 9331987, 8240814, 8224553, 8403782, 8404865]",0.9,True,0,0.3333,False,True,"The candidate names both Covington, Georgia and Hammond, Louisiana, matching gold answers, despite slightly reversed season ordering detail.",1973,34,0,0,602,256,0.004286,0.00941,0.013696,1.584,req_011Ceon8cddVFbrhe2g2esKa,2026-09-07T08:40:14Z,claude-sonnet-5,claude-opus-5,True
519,mrl_512_sq8_np512,sanity,who are the judges on do you think you can dance,"[""Nigel Lythgoe"", ""Mia Michaels"", ""Adam Shankman""]",I don't know,end_turn,"[997004, 9788499, 2719997, 2719999, 997005, 3425495, 3425508, 3428770, 3425494, 3428768]",0.8,True,0,0.0,True,False,"The candidate explicitly says it does not know, providing no judge name, so it fails to state any gold answer.",1839,6,0,0,559,48,0.003738,0.003995,0.007733,1.453,req_011CeokPnnWNw2vRJ4u8QZkp,2026-09-07T08:17:24Z,claude-sonnet-5,claude-opus-5,True
523,mrl_512_sq8_np512,main,what is the origin of the name robinson,"[""English language patronymic surname""]","Robinson is an English patronymic surname meaning ""son of Robin (a diminutive of Robert)"".",end_turn,"[772227, 772229, 772228, 1908636, 2160394, 9161303, 6520375, 8436551, 6554822, 1371194]",0.6,True,0,0.375,False,True,"The candidate identifies Robinson as an English patronymic surname meaning 'son of Robin', matching the gold answer with accurate extra detail.",969,36,0,0,567,62,0.002298,0.004385,0.006683,2.183,req_011CeomLZN9cFzK3wvAVa9th,2026-09-07T08:29:48Z,claude-sonnet-5,claude-opus-5,True
524,mrl_512_sq8_np512,main,when was the first super bowl the eagles ever won,"[""2017"", ""1948""]","Super Bowl LII (February 4, 2018)",end_turn,"[708663, 9454428, 9917008, 1454808, 1183791, 9466135, 3928411, 2888751, 9528624, 5560869]",0.7,True,0,0.0,False,True,"Super Bowl LII, played February 2018 for the 2017 season, is the same event as the gold answer 2017.",2282,19,0,0,554,197,0.004754,0.007695,0.012449,1.379,req_011CeomMdKoCdyb4wmHBFCGu,2026-09-07T08:30:02Z,claude-sonnet-5,claude-opus-5,True
531,mrl_512_sq8_np512,main,when did tim hortons open in the usa,"[""1981""]",I don't know,end_turn,"[3783085, 1438937, 5660717, 9642829, 5690432, 1168127, 2083339, 7607637, 2795218, 5334008]",0.7,False,0,0.0,True,False,"The candidate explicitly says it does not know, providing no answer to compare with the gold answer of 1981.",2272,6,0,0,533,48,0.004604,0.003865,0.008469,1.445,req_011CeomzeBvKKmoMnEeG29M6,2026-09-07T08:38:23Z,claude-sonnet-5,claude-opus-5,False
535,mrl_512_sq8_np512,sanity,what goes on the bottom of shepherd's pie,"[""minced meat"", ""mashed potato""]",I don't know,end_turn,"[3055858, 8147286, 7600438, 7600441, 3102087, 1430315, 3990318, 9697406, 8147287, 7600439]",0.8,True,0,0.0,True,False,"The candidate declines to answer, providing no factual content matching the gold answers.",2565,6,0,0,545,39,0.00519,0.0037,0.00889,1.27,req_011CeondbBNtxeKBnxTGc2ge,2026-09-07T08:46:44Z,claude-sonnet-5,claude-opus-5,True
537,mrl_512_sq8_np512,main,how many kilometers of great wall of china,"[""8,850\u00a0km"", ""21,196\u00a0km""]","8,850 km",end_turn,"[8000484, 4014492, 5710041, 8000485, 9900404, 6795523, 7072275, 8300748, 1352480, 2551707]",0.9,True,1,1.0,False,True,"The candidate states 8,850 km, matching one of the accepted gold answers exactly.",1198,7,0,0,545,43,0.002466,0.0038,0.006266,2.665,req_011CeomnCYjdmmE9bnetGpfb,2026-09-07T08:35:35Z,claude-sonnet-5,claude-opus-5,True
551,mrl_512_sq8_np512,main,how many episodes in adventure time season 1,"[""26""]",I don't know,end_turn,"[9362792, 9362790, 3094981, 3094988, 9362793, 9362757, 3094989, 9362797, 3094977, 4976020]",0.9,True,0,0.0,True,False,"The candidate declines to answer, providing no factual value, so it cannot match the gold answer of 26.",2671,6,0,0,533,47,0.005402,0.00384,0.009242,1.388,req_011Ceon9PDmCQ7Yx2mWNcdZD,2026-09-07T08:40:22Z,claude-sonnet-5,claude-opus-5,True
552,mrl_512_sq8_np512,main,when did the us stop drafting for the vietnam war,"[""1973""]","June 30, 1973",end_turn,"[8049170, 2631565, 7437167, 3944193, 4736606, 2028680, 8049155, 154218, 7944097, 2631571]",0.8,True,0,0.5,False,True,"The candidate gives June 30, 1973, which matches the gold answer of 1973 with added precision about the draft's expiration.",1730,9,0,0,540,55,0.00355,0.004075,0.007625,1.233,req_011Ceompg5W4bBN2E7M2grhq,2026-09-07T08:36:07Z,claude-sonnet-5,claude-opus-5,True
553,mrl_512_sq8_np512,main,who were the bands in pitch perfect 3,"[""Evermoist"", ""Saddle Up"", ""the Bellas""]","Based on the passages, the bands in Pitch Perfect 3 include the Bellas, Evermoist, Saddle Up, and Young Sparrow.",end_turn,"[3008820, 3241398, 3008839, 3241399, 3008823, 3008822, 7245987, 3008841, 2896829, 3008842]",0.8,True,0,0.2222,False,True,"The candidate lists all three gold answers (the Bellas, Evermoist, Saddle Up), with an additional act that doesn't contradict the gold facts.",2235,53,0,0,599,66,0.005,0.004645,0.009645,1.701,req_011CeokXfyxLKeW6jCXtfyxQ,2026-09-07T08:19:11Z,claude-sonnet-5,claude-opus-5,True
559,mrl_512_sq8_np512,main,sweet leavened bread prepared for easter in romania,"[""Kozunak"", ""Cozonac""]",I don't know,end_turn,"[8941914, 9799145, 7863245, 3547602, 7577476, 5678292, 7595540, 7692729, 8028173, 6249695]",0.6,False,0,0.0,True,False,"The candidate declined to answer, failing to name Cozonac or any gold answer.",1653,6,0,0,547,41,0.003366,0.00376,0.007126,1.249,req_011CeomRGneHN2djqGvSMYwr,2026-09-07T08:30:49Z,claude-sonnet-5,claude-opus-5,True
565,mrl_512_sq8_np512,main,what is the money called in south korea,"[""won"", ""The won""]",The won.,end_turn,"[9410260, 9410276, 9410271, 9410282, 9410275, 9410270, 9410259, 9410250, 9410278, 9410281]",0.9,True,1,1.0,False,True,"The candidate answer ""The won"" matches the gold answer exactly.",1453,5,0,0,531,38,0.002956,0.003605,0.006561,2.14,req_011Ceonin85nt8CwMJF14h8D,2026-09-07T08:47:56Z,claude-sonnet-5,claude-opus-5,True
571,mrl_512_sq8_np512,sanity,who was the president of pakistan during 1971 war,"[""President Yahya Khan"", ""Yahya Khan""]",Agha Muhammad Yahya Khan,end_turn,"[4749446, 5480564, 7325091, 8779906, 2504408, 5065811, 2419189, 4920680, 2427323, 7325092]",0.9,True,0,0.6667,False,True,"The candidate gives Yahya Khan's full name, matching the gold answer.",2775,17,0,0,561,40,0.00572,0.003805,0.009525,2.736,req_011CeonzPCtYE8ZGPntRvb3t,2026-09-07T08:51:28Z,claude-sonnet-5,claude-opus-5,True
590,mrl_512_sq8_np512,main,who won first ancient olympic 200 yard race,"[""Coroebus of Elis""]",I don't know,end_turn,"[1229429, 7635787, 1229442, 1229444, 2655113, 1229414, 7918493, 2655114, 1229427, 8134416]",0.7,False,0,0.0,True,False,"The candidate declined to answer, failing to state the gold fact that Coroebus of Elis won the first ancient Olympic race.",1965,6,0,0,542,56,0.00399,0.00411,0.0081,1.344,req_011CeomYYDXdgF4KjnWEcpzH,2026-09-07T08:32:29Z,claude-sonnet-5,claude-opus-5,True
591,mrl_512_sq8_np512,main,what are the spices in chinese 5 spice powder,"[""Sichuan pepper"", ""Cloves (dingxiang \u4e01\u9999)"", ""Star anise"", ""Cloves"", ""Chinese cinnamon"", ""Fennel seeds""]",I don't know,end_turn,"[5035784, 4471553, 7007748, 7445786, 4961702, 8572404, 1437656, 5932880, 9436338, 6050521]",0.6,False,0,0.0,True,False,"The candidate explicitly says it does not know, providing no factual content matching any gold answer.",1393,6,0,0,591,43,0.002846,0.00403,0.006876,1.234,req_011CeokUmp7EbQU7Hm6kzHuN,2026-09-07T08:18:31Z,claude-sonnet-5,claude-opus-5,False
604,mrl_512_sq8_np512,main,who played maudie in the movie el dorado,"[""Charlene Holt""]",I don't know,end_turn,"[162634, 1651063, 8681737, 1680368, 3768277, 2131017, 7527926, 8101943, 7862874, 9794775]",0.3,False,0,0.0,True,False,"The candidate declines to answer, providing no identification of Charlene Holt.",2636,6,0,0,538,39,0.005332,0.003665,0.008997,1.229,req_011CeomAmKxKCzdASa6cCG5c,2026-09-07T08:27:33Z,claude-sonnet-5,claude-opus-5,False
606,mrl_512_sq8_np512,main,who does marge's voice on the simpsons,"[""Julie Deborah Kavner""]",Julie Kavner,end_turn,"[8421694, 8421703, 7873461, 7873306, 8421723, 8421696, 8421713, 8421705, 8421704, 7873336]",0.8,True,0,0.8,False,True,"Julie Kavner is the same person as Julie Deborah Kavner, matching the gold answer.",3071,9,0,0,545,47,0.006232,0.0039,0.010132,1.464,req_011Ceond34bH8to6YsAGmy55,2026-09-07T08:46:36Z,claude-sonnet-5,claude-opus-5,True
614,mrl_512_sq8_np512,main,who plays the mouse in alice in wonderland,"[""Barbara Windsor""]",Nathan Lane,end_turn,"[8852724, 7709358, 9223602, 3406938, 689568, 689536, 689569, 9223487, 689564, 689556]",0.8,True,0,0.0,False,False,"Nathan Lane does not match the gold answer Barbara Windsor, who voiced the Dormouse in Alice in Wonderland.",2448,9,0,0,544,60,0.004986,0.00422,0.009206,2.801,req_011CeomQSdhXMQ8pfTAAKxGd,2026-09-07T08:30:40Z,claude-sonnet-5,claude-opus-5,True
617,mrl_512_sq8_np512,main,who played gareth in four weddings and a funeral,"[""Simon Callow""]",Simon Callow,end_turn,"[7865823, 207132, 207126, 8861413, 8193852, 8123523, 1224980, 2562125, 9588237, 7012009]",0.7,True,1,1.0,False,True,"The candidate names Simon Callow, matching the gold answer exactly.",1977,8,0,0,541,38,0.004034,0.003655,0.007689,2.159,req_011CeomQ812EU7csd1FDZnVm,2026-09-07T08:30:35Z,claude-sonnet-5,claude-opus-5,True
